TF,P.value,log2.fold.change,group
HOXC6,4.16628565535449e-114,1.55005214568446,G2
HES7,1.2118882977577e-113,1.27592239005805,G2
GCM1,1.3810498990926e-113,1.29521152040315,G2
EHF,4.22476413718135e-113,1.24008699927935,G2
NR5A2,4.69572909484433e-113,1.29359229993818,G2
TBR1,2.27799687060028e-112,1.48836514368712,G2
NKX6-2,2.31022159692272e-112,1.39050021626596,G2
MECOM,9.16665343068239e-112,1.38338005975045,G2
PROX1,1.25180552740058e-111,1.44465571889788,G2
FOXA3,1.34256640792899e-111,1.37430132810851,G2
GATA1,1.52280130704484e-111,1.43788801042781,G2
PRDM16,2.06441404162708e-111,1.27147221605383,G2
MSX2,4.85877343865107e-111,1.39567720148108,G2
ZNF205,5.11994337482444e-111,1.91310175122923,G2
ZNF716,1.37827357921714e-110,1.25464417372815,G2
BARX2,1.86600573549084e-110,1.50733308417963,G2
SIX4,2.56126833214991e-110,1.2878380347316,G2
MEIS3,1.87292697617939e-109,1.36156027085291,G2
HIF3A,2.06374326972506e-109,1.60763919150887,G2
ZNF98,2.30568345368405e-109,1.25393453418314,G2
ARNT2,1.00622077742453e-108,1.28202316584544,G2
MIXL1,2.45080452284515e-108,1.7085458931169,G2
ZFHX2,3.18465367250066e-108,1.42073926173196,G2
ZNF521,6.79214797559646e-108,1.34971877638214,G2
HOXA6,9.84698684865591e-108,1.54591912727294,G2
E2F8,7.71196320047114e-107,1.32356266069367,G2
MEIS2,2.28760040108453e-106,1.29195412471264,G2
SPIC,4.93007791167109e-106,1.19998710047942,G2
TWIST1,2.47533193957105e-105,1.29417954422347,G2
TP73,1.51459222626516e-104,1.20258469044954,G2
MAFA,2.11742906882247e-104,1.19182771646675,G2
PITX1,4.91294535261676e-104,1.36061650534629,G2
NEUROD2,5.93554464740136e-104,1.40998244513182,G2
FOXO6,5.97575490027252e-104,1.14816954660113,G2
TLX2,1.22170966439931e-103,1.32261880246245,G2
GATA2,2.49625595008708e-102,1.33590110922181,G2
HOXA3,3.25205202435543e-102,1.41885445411707,G2
NKX6-3,5.80064111141136e-102,1.60956316059556,G2
TWIST2,8.92629009206485e-102,1.42989763825793,G2
SOX30,9.70351100285049e-102,1.19450521791734,G2
RFX8,2.7839639655954e-101,1.34704824943822,G2
ETV1,2.8878760238419e-101,1.22023262641056,G2
ZNF311,3.84556934436287e-101,1.20376326627743,G2
RFX4,8.34755894256413e-101,1.29322063125993,G2
DMRTA1,1.93377522947292e-100,1.37920413429804,G2
SATB2,3.55899303837615e-100,1.72714648508255,G2
MLXIPL,4.10380635322214e-100,1.10608324323318,G2
FOXH1,5.10618568765597e-100,1.22672281127748,G2
E2F7,5.10048619238751e-99,1.23091635263289,G2
POU4F1,1.3730213122709e-98,1.24704168818063,G2
SMAD9,8.4927846303714e-97,1.1997372524683,G2
NANOG,2.37325862148496e-96,1.11399072591168,G2
ZSCAN23,1.57538494135602e-95,1.33995537699727,G2
SOX6,2.15288700078386e-94,1.13499885599697,G2
NR1I2,4.07966667171813e-94,1.25394192809778,G2
HOXB6,6.19083682732057e-94,1.2837541977302,G2
HOXA5,8.19471981110348e-93,1.27425275379732,G2
FOXC1,1.15968433872666e-92,1.06570760789335,G2
HOXA7,2.46495130704135e-92,1.26320577997458,G2
HNF1A,2.92643595460715e-92,1.21489387214878,G2
GLI3,1.49831846820614e-91,1.16347883172834,G2
NHLH1,7.06684848526432e-91,1.05079568913014,G2
ZNF697,7.7190497858325e-91,1.12137779500193,G2
TEAD2,1.15463664505161e-89,1.25142950398467,G2
HOXC5,1.33769040391352e-89,1.32162661803106,G2
ZNF385D,5.68462182795961e-89,1.15034257175779,G2
ZNF541,9.36090570730051e-89,1.19539288882112,G2
FOSL1,1.98810757318189e-88,1.08979777332692,G2
PROX2,2.08303142901599e-88,1.29671105038955,G2
PRDM12,3.75895268625105e-88,1.19395459571474,G2
TAL2,1.11309521008096e-86,1.19387237447773,G2
SNAI1,4.39590322770668e-86,1.10787258437886,G2
THRB,3.57490942457335e-82,1.08174579322501,G2
AC023509.3,1.44872084166709e-81,1.04799690654683,G2
TBX1,1.42751206605062e-80,1.14117922575872,G2
GTF2IRD1,4.41121404005353e-80,1.10799790218771,G2
NR1I3,9.48049041473998e-79,1.00131382861087,G2
HOXA4,3.89511381874058e-78,1.14556717620269,G2
KLF1,4.68151344323113e-78,1.10897781094489,G2
ETV5,9.15393346748623e-78,0.968595943513135,G2
TP63,1.37995514132382e-77,1.11790132502755,G2
ZNF727,2.87868438580638e-77,1.21300010947683,G2
ZNF730,6.44619750100039e-77,1.04180117055739,G2
HESX1,7.91564290642981e-76,1.00626475665694,G2
ALX3,1.52813551901568e-74,0.976424460392785,G2
AR,6.80231960122421e-74,1.06934264704538,G2
MYRF,9.24066966930617e-74,1.07332430259072,G2
GRHL1,9.45265639778657e-74,1.06370040149227,G2
CXXC4,9.6694912975104e-74,1.25866667328343,G2
ZNF704,7.98304652379134e-73,1.02753962479676,G2
TEAD3,4.75205045944064e-72,1.02250016010997,G2
PPARG,5.15419318895079e-72,1.06407245529887,G2
RORB,3.1843266770324e-71,1.13966908216137,G2
TFCP2L1,6.22609473564165e-71,1.05568067564132,G2
ISL2,9.70970513537868e-71,1.01796410681604,G2
SOX5,4.65324511464306e-70,0.995224644509504,G2
TAL1,1.85585347804063e-69,1.05176576084256,G2
GLI1,4.7201041454493e-69,0.950877914890645,G2
LBX2,3.89016165208627e-68,0.992703154539353,G2
ZNF705E,7.2327958351503e-68,0.96462804829263,G2
BORCS8-MEF2B,7.62149556850431e-67,0.96939797308524,G2
HES2,7.64207321460732e-67,0.940568506356461,G2
ZNF157,1.33828897472184e-66,1.04337600745159,G2
ZNF860,2.14831411747164e-66,0.892132305179988,G2
GATA6,1.67852527596761e-64,1.0843616506781,G2
GSC,6.10868923481104e-64,1.2266807726121,G2
HES1,3.77330820466848e-63,0.914051052946078,G2
HEY2,2.7785108615376e-62,1.07564651377032,G2
EPAS1,9.7299653679772e-62,0.965228345460254,G2
MEIS1,1.94065469226207e-61,1.00608187104299,G2
SOX15,4.67519957826478e-61,0.846229266358609,G2
BHLHE41,1.68416645106487e-60,0.884530739669508,G2
DLX4,1.90452516663212e-60,0.998589318483951,G2
MYT1L,4.36130984895723e-60,0.884412133870452,G2
ZBTB12,1.63576221060545e-59,0.874507932447999,G2
ZFP92,7.90755432912396e-59,0.928925771260412,G2
GFI1B,2.09784354214721e-58,0.972426878612808,G2
ZNF774,2.29673122753872e-58,0.85296328030304,G2
SOX7,3.65610237352652e-57,0.917843792403781,G2
RHOXF1,2.04989475802455e-56,0.975715063599191,G2
FOXB1,4.24620973609449e-56,0.915084655155702,G2
OLIG1,5.76960451150118e-55,1.04319746758116,G2
NR2E3,5.13308403456625e-54,0.84515728371529,G2
DPF3,1.36713573261129e-53,1.08735039917481,G2
CRX,3.52387418457748e-53,0.915056640996234,G2
FOXJ1,1.56283952149317e-52,0.994530159263645,G2
EBF4,1.57030693245479e-52,1.08652746849217,G2
CPEB1,4.35406392423858e-50,0.901569219530829,G2
MYBL2,2.56050704741018e-48,0.851144927300883,G2
PRDM5,3.16588809726777e-48,0.936883533171441,G2
NR6A1,6.65073875193505e-48,0.797213717597193,G2
MITF,8.14116941120464e-48,0.823935229887388,G2
ZNF320,1.98817000054932e-47,0.741237849361617,G2
HOXA9,1.15942878530556e-46,0.812703555533011,G2
FOXD1,2.34698953983171e-46,0.84538017097768,G2
POU5F1,2.55497984860812e-46,0.755735906688979,G2
IRF6,9.2356803928921e-46,0.81163049573343,G2
SIX5,2.91391076786199e-45,0.873867568832795,G2
TCF7L1,4.49963839956555e-43,0.777116658467477,G2
BNC2,2.18081190178689e-41,0.882920540765708,G2
ZNF285,1.66752612860453e-39,0.784874869648132,G2
HSF4,2.86824675711013e-37,0.817609417893124,G2
EBF1,1.94809832004606e-36,0.583094006180069,G2
ZBTB32,3.74629100966032e-36,0.82089665827999,G2
POU3F1,9.69163720629784e-36,0.750374833604381,G2
TIGD6,2.14048747728876e-33,0.633037165025389,G2
ZFY,2.33445811612061e-33,0.73630452365321,G2
HOXA1,1.5281244771552e-28,0.693252317557107,G2
NR4A3,2.19985416389511e-27,0.613998337251211,G2
HSF5,3.22353674016654e-27,0.745394133209164,G2
EGR2,1.37086639481011e-26,0.596643697360035,G2
HOXA10,5.51363825967566e-26,0.678401261740142,G2
TBX6,6.96090679147803e-26,0.632348291762206,G2
TFAP2E,5.74341869726293e-25,0.630191899293818,G2
ELF3,5.89425741188702e-25,0.594640639064492,G2
ZSCAN31,7.06585553122653e-25,0.635788625979371,G2
HLX,4.07369317561696e-24,0.602384998686631,G2
VENTX,4.50301057620277e-24,0.575663046063687,G2
HLF,4.87699055126555e-23,0.785102706949379,G2
POU5F1B,1.76932405445749e-22,0.652569865677791,G2
ZFP57,4.37154196098257e-21,0.724025516475109,G2
SMAD1,2.9054655382821e-19,0.577230724221453,G2
NKX3-1,6.68725407671197e-18,0.578459996527684,G2
HOXB3,3.1032471191663e-17,0.582749509144149,G2
SOX13,9.04161392598345e-17,0.648620314512245,G2
ZNF433,1.38327914758801e-16,0.510938304807372,G2
ZNF660,2.03302517664483e-16,0.583661066309014,G2
PAX6,2.43737809918636e-16,0.522070078298311,G2
ZNF662,8.52092084553592e-16,0.643855203683898,G2
NPAS2,1.46571712394552e-14,0.62967540263884,G2
GLIS3,9.24799731825045e-13,0.585525297419,G2
AIRE,1.14504270706595e-11,0.594661685401578,G2
PBX1,2.20267799978701e-11,0.542566186421448,G2
RORC,6.02902695718743e-11,0.616522992263121,G2
SALL2,1.44201313370935e-10,0.553682006458894,G2
SOX8,2.57030083526417e-10,0.579199985202472,G2
PAX8,5.1407392064785e-09,0.513099899845081,G2
EOMES,2.31510197458434e-118,3.05309132869867,G3
TBX21,4.4257960899731e-117,2.40797322146835,G3
RUNX3,3.72249895985714e-107,1.0931565692555,G3
MYBL1,3.14109376827539e-100,1.51069118259384,G3
BHLHE40,4.33881447312333e-92,1.02020445047124,G3
ASCL2,1.24779978728239e-83,2.01789279088541,G3
SOX13,1.96067556021787e-70,1.3616645391434,G3
FOSL2,8.38845024012867e-69,1.48384536937939,G3
TFDP2,2.36277375873257e-68,0.63589160642419,G3
MGA,7.34904336013311e-65,0.657225154738301,G3
SMAD5,3.69103143344271e-64,0.665299807343883,G3
XBP1,5.58575051673324e-63,0.611105461060639,G3
GFI1,2.97844524110479e-62,1.0433509680216,G3
CREM,5.07698780392925e-61,0.547477792585454,G3
RORA,1.57872667094875e-59,0.864930459302663,G3
ZEB2,4.41834515452887e-57,1.23007862087192,G3
ARNTL,1.09660659496273e-56,0.570025696949742,G3
MAFF,5.56133971789141e-53,0.896354043579809,G3
PRDM1,4.42432317633077e-52,0.861072100008369,G3
CXXC5,9.35132557581265e-48,1.26622044046108,G3
STAT4,2.50435568696185e-47,0.783587468752193,G3
ZNF595,8.10267056176634e-47,0.966132533389272,G3
ZBTB16,1.31692811313266e-46,1.12244070191757,G3
NFIL3,2.63597427305791e-46,0.944016566646363,G3
GSC,1.48613172796044e-45,1.2065345647193,G3
HOXA10,2.26584274237782e-45,1.35130904414516,G3
HES6,1.6925909255825e-44,0.968730892430719,G3
ZNF28,3.07701081209996e-44,0.560457456994198,G3
BATF,4.67273181821301e-44,0.575710618988662,G3
HIC1,9.496107589983e-44,0.96166694966654,G3
ESR2,1.35085570666504e-43,0.934678112992287,G3
NFATC2,1.35717057354232e-43,0.611225677585647,G3
BNC2,1.27134967182916e-42,1.56315959003589,G3
ELF4,2.38022079926207e-41,0.559667791531538,G3
HIVEP3,2.76466399280382e-40,0.582041936692658,G3
CREB3L2,3.19039052043442e-40,0.504143096198423,G3
ZNF35,6.10998158758908e-40,0.813171735808856,G3
ARID5A,1.07049894829719e-39,0.6404784171625,G3
CEBPD,1.47370265024138e-39,0.990192077282773,G3
HOXC4,3.10679776254872e-39,1.03175354703147,G3
ZNF236,7.86448865062932e-38,0.796963317904801,G3
HOXB7,4.53461115064066e-36,0.951615943399959,G3
RORB,2.8783322420327e-32,0.925381118647449,G3
CEBPA,2.37256287112971e-31,0.650884712697424,G3
ZFP1,4.78710721443896e-31,0.51298142127539,G3
ZNF684,5.01712467661062e-31,0.506447432574321,G3
IKZF2,2.149555686071e-29,0.724325149956222,G3
ZNF16,3.84806090841015e-28,0.50096683546912,G3
KLF10,2.62722835248015e-27,0.544187096910737,G3
CREB3L4,3.24454580591092e-26,0.563649403995463,G3
ZNF296,1.46089801741156e-25,0.797132693763261,G3
ZNF81,1.62705796643356e-25,0.588013661593154,G3
FOXD2,1.80554987893198e-25,0.677864073270122,G3
ZBTB22,3.51560740282393e-25,0.54608515589117,G3
CXXC4,5.24356479804108e-24,0.84350544269649,G3
GATA6,7.23980469855519e-24,0.830282565584801,G3
MAF,1.03118107086073e-22,0.666816174152478,G3
HOXB4,1.60797519339412e-21,0.593072832604621,G3
ZSCAN9,4.49797708266639e-21,0.610082718802731,G3
TBX1,1.01298276976559e-20,0.788046157350625,G3
MYRF,1.23415953322668e-20,0.744472225729897,G3
NR4A2,3.78157564095965e-20,0.639797060037592,G3
HEY2,4.19574623313158e-15,0.623883563229514,G3
HDX,9.51484902109597e-14,0.534969206501241,G3
ZNF660,6.81676554693894e-13,0.580920694502,G3
EBF4,2.57645226949146e-12,0.570195938225268,G3
LEF1,9.58950343972306e-147,1.83218657666159,G4
TCF7,3.97345335287893e-139,1.63924764682709,G4
FOXP1,2.29735635597237e-119,0.901945135523192,G4
MYC,3.55361497996066e-110,0.983678018789807,G4
FOXO1,1.35267398806444e-97,0.648983131600191,G4
ETS1,1.27153500726553e-87,0.595780954712702,G4
ZNF483,3.25687899474501e-87,0.999470824932764,G4
MEOX1,5.04469859573436e-86,1.25682732957365,G4
ZNF101,1.43431988085849e-85,0.534399459896571,G4
FOXK1,3.56191220044823e-83,0.508547361240682,G4
FOXK2,1.53360001231084e-78,0.569593482505237,G4
SATB1,1.53843515591866e-76,0.605410821216788,G4
FOXP3,2.46624790035492e-74,1.35335279799633,G4
PLAG1,2.79844996083565e-74,0.960857994087304,G4
ZNF563,6.98572936721196e-72,0.699003285382705,G4
HSF2,3.1709199257879e-71,0.54707216498787,G4
ZNF658,5.41729612407012e-65,0.629840516741778,G4
SOX8,1.89082357146385e-56,0.992100062888641,G4
PBX4,5.54245841815466e-56,0.90773516144365,G4
TERF2,9.74465111052218e-56,0.580726248335562,G4
GATA3,1.65724096247465e-53,0.960448942424755,G4
KLF5,5.85070087252571e-50,0.732859012344598,G4
ZEB1,8.86584599307755e-49,0.789385618056023,G4
NR3C2,1.00084544449356e-47,0.777462896453562,G4
ZNF382,3.4062295268714e-45,0.643406033545704,G4
GLIS3,2.02458860701257e-42,0.895371430926213,G4
HOMEZ,3.99272471855018e-41,0.606995285663306,G4
MYB,1.06980208796815e-40,0.806337285865837,G4
NPAS2,5.52585679533837e-39,0.817926349753684,G4
ARID5B,2.40967910791626e-38,0.555085824385515,G4
RUNX2,2.07892878706758e-36,0.638253186811985,G4
ZNF540,2.41165278015247e-25,0.512722255649521,G4
ZNF662,2.74698188525347e-25,0.607340759879984,G4
ZNF30,4.41045168242814e-23,0.506739617729119,G4
SALL2,1.26917317422881e-21,0.516555767987047,G4
HLF,4.02406329079271e-21,0.646161111512161,G4
ZNF793,8.97052908838165e-21,0.53410624666577,G4
STAT4,2.03892563504626e-07,0.628875605085314,G4
TCF4,3.76087944328348e-69,4.07936760313278,G5
SPIB,9.63878274295144e-69,4.66985985988796,G5
BCL11A,6.02537651948169e-68,3.98458071603611,G5
E2F5,3.75621339750189e-67,1.96575680762772,G5
TCF3,9.30205689653019e-67,1.33427859564847,G5
ZNF860,3.4989442096495e-66,3.34453327492836,G5
MEF2C,1.0359443121963e-65,3.52746638683979,G5
PAX5,2.06709724844463e-64,4.06019801563497,G5
IRF8,6.50173435215989e-64,2.8410157562961,G5
POU2AF1,1.31713162045308e-63,3.83817547797957,G5
EBF1,7.36382144760956e-62,3.84995050765276,G5
BHLHE41,1.35952502315354e-59,2.83556483316156,G5
IRF4,6.51027349777939e-59,1.79271729876042,G5
KLF8,6.38417455574405e-58,1.80845769149798,G5
HHEX,5.90226355787568e-55,2.67691439083549,G5
POU2F2,2.0831917686956e-54,1.62186845481644,G5
DPF3,1.0101316491432e-52,1.68385658415452,G5
NFKB2,1.06526461519085e-51,0.991283150114588,G5
RELB,1.78453148724597e-51,1.02467089250647,G5
SOX5,1.88894016438204e-51,2.11839730991526,G5
LYL1,6.76431917766833e-51,1.60658424722841,G5
REL,4.88574258532173e-50,1.21406378319118,G5
RFX5,5.01342995080387e-48,0.748871126535347,G5
ZNF711,1.53661591447278e-46,1.40688869388474,G5
MEF2A,3.62680481462209e-46,0.929816973886915,G5
ZNF418,1.13723680124645e-45,1.39290274652465,G5
SPI1,1.51056204660664e-45,2.22455103395339,G5
TEAD2,2.53230120417597e-45,1.54057170827567,G5
MYBL2,3.15415613329036e-45,2.02751986675326,G5
POU2F1,3.63882439165122e-45,0.950541439803452,G5
TFEB,3.51059126340944e-44,1.14987474158512,G5
TAL2,4.97158146620348e-44,1.48527933774124,G5
CXXC5,6.54218444526608e-43,1.77154771088818,G5
ZNF296,8.36520794110172e-43,1.55418659598892,G5
ZNF821,1.79885020558189e-41,0.712962663081454,G5
ZBTB18,7.06941294852316e-41,0.898923330373268,G5
ZNF768,7.50626161797487e-41,1.13793825516119,G5
TCF12,7.91982687451664e-41,0.615628871143515,G5
HES1,3.15647023772607e-37,1.33978931199027,G5
PLAGL1,2.27671119974306e-36,0.967068332410031,G5
ZNF667,6.25220019464328e-34,1.44163496238288,G5
IRF5,1.2741781840334e-33,1.24388070712569,G5
ZNF154,6.33646673776427e-32,1.02440302974375,G5
ZNF736,1.59695478191767e-31,0.710101474454342,G5
GLI1,2.6214636918964e-31,1.0546548086827,G5
SREBF2,4.59997693973798e-31,0.523617865369991,G5
ZNF581,7.24065359645303e-31,0.622829627302883,G5
HOXC4,2.95381273467158e-30,1.32318842814655,G5
JDP2,2.07865695923934e-29,1.1815136567605,G5
THRB,5.81151263509973e-29,1.27714919310274,G5
ZNF250,6.0302257877808e-29,0.65098622067269,G5
ZNF439,2.01801183985118e-28,0.704721532102765,G5
ZFP82,3.15587848061953e-27,0.663314429983414,G5
ZNF594,4.60369375760112e-27,0.69841030991897,G5
CREB3L4,2.77763260002964e-26,0.742882681592237,G5
ZNF135,4.13613729083934e-26,1.10189168118611,G5
TGIF2,7.77540772153013e-25,0.541313240732391,G5
DDIT3,8.14351588985116e-25,0.536827740845975,G5
BACH2,6.05499834542644e-24,0.613138405320115,G5
HLX,9.54609257291185e-24,1.16952970570079,G5
ZSCAN9,1.56740495228594e-23,0.789626126201561,G5
BCL6,3.38429643713625e-22,0.878181026638348,G5
IRF7,4.27579620260156e-22,0.52623545571093,G5
YBX3,1.31331624711597e-21,0.909705832854748,G5
ZNF415,1.41190101858632e-21,0.977885556412943,G5
ZNF660,6.37308497489985e-21,0.967544182899619,G5
ZNF175,8.11919780750258e-21,0.747440934666018,G5
POU5F1,9.78058973121136e-21,0.908380051495193,G5
ZNF19,1.43258266152777e-19,0.584188445409085,G5
MESP1,1.84495873985448e-19,0.91025125533104,G5
EGR3,3.46848018364169e-19,0.898987411792131,G5
NRL,5.10128534541276e-19,0.579848366098219,G5
TFEC,7.28707245352284e-19,1.1471839257841,G5
ZNF730,2.23507722727734e-18,0.810000149591943,G5
ZFHX3,2.55774999946696e-18,0.700303745848094,G5
LCORL,4.32273822922021e-18,0.56737639745567,G5
NFIX,4.58862274684327e-18,0.744401282797156,G5
ZNF595,1.8508398743205e-17,0.692252337915344,G5
NKX3-1,2.61256699268286e-17,0.789465121762641,G5
ZNF492,7.06490925830008e-17,0.791849659695762,G5
ZIK1,2.26514037204499e-16,0.623379319347462,G5
SOX4,5.85680852144533e-16,0.896283779317852,G5
ZEB2,1.61879139051614e-15,0.964117565577558,G5
ZKSCAN2,2.6507638785761e-15,0.62587759728124,G5
PRDM15,4.31655555372292e-15,0.552188385203557,G5
POU3F1,3.81715269395068e-14,0.818590111718667,G5
ARID3A,5.37785590486435e-13,0.617865070952814,G5
ZNF35,5.79114932071948e-13,0.607610211941271,G5
ZNF341,9.19773382889064e-13,0.534699096548309,G5
ZNF433,2.68374759724009e-12,0.673391990253688,G5
ZNF443,6.4184557314227e-12,0.505818895759576,G5
NR4A1,3.21175217739469e-11,0.65472514422855,G5
ZFP28,4.77872400001748e-11,0.522747443374117,G5
ZEB1,3.1366551977777e-10,0.542888138651374,G5
ZBTB32,5.04234256848812e-10,1.05377050741633,G5
ZNF79,5.76665553684193e-10,0.516392352210385,G5
TP63,6.79067160987463e-10,0.782410686285706,G5
ZNF793,1.06949717121906e-09,0.539796730345881,G5
ESR2,1.23267294225072e-09,0.613197442243566,G5
AIRE,1.43112674659642e-08,0.543728949583135,G5
